Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Unidentified	Prey_Name_ITIS_ID	Prey_Name_Status	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Long-eared Owl	Asio otus	NA	Strigidae	eBird Clements Checklist v2018	NA	NA	NA	NA	NA	Massachusetts	Nantucket Island	grassland	11	1984	2	1985	winter	Animalia	Chordata	Aves	Passeriformes	NA	Corvidae	Cyanocitta	NA	no	NA	NA	NA	NA	Blue Jay	0.003	Wt_or_Vol	657	NA	1	pellet contents	NA	DR	"Holt, D. W. and N. N. Childs. 1991. Non-breeding season diet of Long-eared Owls in Massachusetts. J. Raptor Res. 25:23-24."
Long-eared Owl	Asio otus	NA	Strigidae	eBird Clements Checklist v2018	NA	NA	NA	NA	NA	Massachusetts	Belmont	urban; woodland	11	1984	2	1985	winter	Animalia	Chordata	Mammalia	Rodentia	NA	Cricetidae	Microtus	NA	no	NA	NA	NA	NA	Meadow Vole	0.798	Items	258	NA	1	pellet contents	NA	DR	"Holt, D. W. and N. N. Childs. 1991. Non-breeding season diet of Long-eared Owls in Massachusetts. J. Raptor Res. 25:23-24."
Long-eared Owl	Asio otus	NA	Strigidae	eBird Clements Checklist v2018	NA	NA	NA	NA	NA	Massachusetts	Belmont	urban; woodland	11	1984	2	1985	winter	Animalia	Chordata	Mammalia	Rodentia	NA	Cricetidae	Peromyscus	NA	no	NA	NA	NA	NA	White-footed Mouse	0.101	Items	258	NA	1	pellet contents	NA	DR	"Holt, D. W. and N. N. Childs. 1991. Non-breeding season diet of Long-eared Owls in Massachusetts. J. Raptor Res. 25:23-24."
Long-eared Owl	Asio otus	NA	Strigidae	eBird Clements Checklist v2018	NA	NA	NA	NA	NA	Massachusetts	Belmont	urban; woodland	11	1984	2	1985	winter	Animalia	Chordata	Mammalia	Soricomorpha	NA	Soricidae	Blarina	NA	no	NA	NA	NA	NA	Short-tailed Shrew	0.074	Items	258	NA	1	pellet contents	NA	DR	"Holt, D. W. and N. N. Childs. 1991. Non-breeding season diet of Long-eared Owls in Massachusetts. J. Raptor Res. 25:23-24."
Long-eared Owl	Asio otus	NA	Strigidae	eBird Clements Checklist v2018	NA	NA	NA	NA	NA	Massachusetts	Belmont	urban; woodland	11	1984	2	1985	winter	Animalia	Chordata	Aves	Passeriformes	NA	Corvidae	Cyanocitta	NA	no	NA	NA	NA	NA	Blue Jay	0.004	Items	258	NA	1	pellet contents	NA	DR	"Holt, D. W. and N. N. Childs. 1991. Non-breeding season diet of Long-eared Owls in Massachusetts. J. Raptor Res. 25:23-24."
Long-eared Owl	Asio otus	NA	Strigidae	eBird Clements Checklist v2018	NA	NA	NA	NA	NA	Massachusetts	Belmont	urban; woodland	11	1984	2	1985	winter	Animalia	Chordata	Aves	Passeriformes	NA	Corvidae	Cyanocitta	NA	no	NA	NA	NA	NA	Northern Flicker	0.004	Items	258	NA	1	pellet contents	NA	DR	"Holt, D. W. and N. N. Childs. 1991. Non-breeding season diet of Long-eared Owls in Massachusetts. J. Raptor Res. 25:23-24."
Long-eared Owl	Asio otus	NA	Strigidae	eBird Clements Checklist v2018	NA	NA	NA	NA	NA	Massachusetts	Belmont	urban; woodland	11	1984	2	1985	winter	Animalia	Chordata	Aves	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	0.019	Items	258	NA	1	pellet contents	NA	DR	"Holt, D. W. and N. N. Childs. 1991. Non-breeding season diet of Long-eared Owls in Massachusetts. J. Raptor Res. 25:23-24."
Long-eared Owl	Asio otus	NA	Strigidae	eBird Clements Checklist v2018	NA	NA	NA	NA	NA	Massachusetts	Belmont	urban; woodland	11	1984	2	1985	winter	Animalia	Chordata	Mammalia	Rodentia	NA	Cricetidae	Microtus	NA	no	NA	NA	NA	NA	Meadow Vole	0.886	Wt_or_Vol	258	NA	1	pellet contents	NA	DR	"Holt, D. W. and N. N. Childs. 1991. Non-breeding season diet of Long-eared Owls in Massachusetts. J. Raptor Res. 25:23-24."
Long-eared Owl	Asio otus	NA	Strigidae	eBird Clements Checklist v2018	NA	NA	NA	NA	NA	Massachusetts	Belmont	urban; woodland	11	1984	2	1985	winter	Animalia	Chordata	Mammalia	Rodentia	NA	Cricetidae	Peromyscus	NA	no	NA	NA	NA	NA	White-footed Mouse	0.058	Wt_or_Vol	258	NA	1	pellet contents	NA	DR	"Holt, D. W. and N. N. Childs. 1991. Non-breeding season diet of Long-eared Owls in Massachusetts. J. Raptor Res. 25:23-24."
Long-eared Owl	Asio otus	NA	Strigidae	eBird Clements Checklist v2018	NA	NA	NA	NA	NA	Massachusetts	Belmont	urban; woodland	11	1984	2	1985	winter	Animalia	Chordata	Mammalia	Soricomorpha	NA	Soricidae	Blarina	NA	no	NA	NA	NA	NA	Short-tailed Shrew	0.035	Wt_or_Vol	258	NA	1	pellet contents	NA	DR	"Holt, D. W. and N. N. Childs. 1991. Non-breeding season diet of Long-eared Owls in Massachusetts. J. Raptor Res. 25:23-24."
Long-eared Owl	Asio otus	NA	Strigidae	eBird Clements Checklist v2018	NA	NA	NA	NA	NA	Massachusetts	Belmont	urban; woodland	11	1984	2	1985	winter	Animalia	Chordata	Aves	Passeriformes	NA	Corvidae	Cyanocitta	NA	no	NA	NA	NA	NA	Blue Jay	0.009	Wt_or_Vol	258	NA	1	pellet contents	NA	DR	"Holt, D. W. and N. N. Childs. 1991. Non-breeding season diet of Long-eared Owls in Massachusetts. J. Raptor Res. 25:23-24."
Long-eared Owl	Asio otus	NA	Strigidae	eBird Clements Checklist v2018	NA	NA	NA	NA	NA	Massachusetts	Belmont	urban; woodland	11	1984	2	1985	winter	Animalia	Chordata	Aves	Passeriformes	NA	Corvidae	Cyanocitta	NA	no	NA	NA	NA	NA	Northern Flicker	0.011	Wt_or_Vol	258	NA	1	pellet contents	NA	DR	"Holt, D. W. and N. N. Childs. 1991. Non-breeding season diet of Long-eared Owls in Massachusetts. J. Raptor Res. 25:23-24."
