"Common_Name"	"Scientific_Name"	"Subspecies"	"Family"	"Taxonomy"	"Longitude_dd"	"Latitude_dd"	"Altitude_min_m"	"Altitude_mean_m"	"Altitude_max_m"	"Location_Region"	"Location_Specific"	"Habitat_type"	"Observation_Month_Begin"	"Observation_Year_Begin"	"Observation_Month_End"	"Observation_Year_End"	"Observation_Season"	"Prey_Kingdom"	"Prey_Phylum"	"Prey_Class"	"Prey_Order"	"Prey_Suborder"	"Prey_Family"	"Prey_Genus"	"Prey_Scientific_Name"	"Unidentified"	"Prey_Name_ITIS_ID"	"Prey_Name_Status"	"Prey_Stage"	"Prey_Part"	"Prey_Common_Name"	"Fraction_Diet"	"Diet_Type"	"Item_Sample_Size"	"Bird_Sample_Size"	"Sites"	"Study_Type"	"Notes"	"Entered_By"	"Source"
"Long-eared Owl"	"Asio otus"	NA	"Strigidae"	"eBird Clements Checklist v2017"	NA	NA	NA	NA	NA	"Tennessee"	"Nashville Basin"	"grassland; shrubland"	2	1981	3	1982	"multiple"	"Animalia"	"Chordata"	"Aves"	"Columbiformes"	NA	"Columbidae"	"Zenaida"	"Zenaida macroura"	"no"	"177125"	"verified"	NA	NA	"Mourning Dove"	0.005	"Items"	319	NA	1	"pellet contents"	NA	"DR"	"Klippel, W. E. and P. W. Parmalee. 1982. Prey of a wintering Long-eared Owl in the Nashville Basin, Tennessee. J. Field Ornithol. 53:418-420."
"Long-eared Owl"	"Asio otus"	NA	"Strigidae"	"eBird Clements Checklist v2017"	NA	NA	NA	NA	NA	"Tennessee"	"Nashville Basin"	"grassland; shrubland"	2	1981	3	1982	"multiple"	"Animalia"	"Chordata"	"Aves"	"Passeriformes"	NA	"Icteridae"	"Agelaius"	"Agelaius phoeniceus"	"no"	"179045"	"verified"	NA	NA	"Red-winged Blackbird"	0.02	"Items"	319	NA	1	"pellet contents"	NA	"DR"	"Klippel, W. E. and P. W. Parmalee. 1982. Prey of a wintering Long-eared Owl in the Nashville Basin, Tennessee. J. Field Ornithol. 53:418-420."
"Long-eared Owl"	"Asio otus"	NA	"Strigidae"	"eBird Clements Checklist v2017"	NA	NA	NA	NA	NA	"Tennessee"	"Nashville Basin"	"grassland; shrubland"	2	1981	3	1982	"multiple"	"Animalia"	"Chordata"	"Aves"	"Passeriformes"	NA	"Icteridae"	"Molothrus"	"Molothrus ater"	"no"	"179112"	"verified"	NA	NA	"Brown-headed Cowbird"	0.005	"Items"	319	NA	1	"pellet contents"	NA	"DR"	"Klippel, W. E. and P. W. Parmalee. 1982. Prey of a wintering Long-eared Owl in the Nashville Basin, Tennessee. J. Field Ornithol. 53:418-420."
"Long-eared Owl"	"Asio otus"	NA	"Strigidae"	"eBird Clements Checklist v2017"	NA	NA	NA	NA	NA	"Tennessee"	"Nashville Basin"	"grassland; shrubland"	2	1981	3	1982	"multiple"	"Animalia"	"Chordata"	"Aves"	"Passeriformes"	NA	"Emberizidae"	"Zonotrichia"	"Zonotrichia albicollis"	"no"	"179462"	"verified"	NA	NA	"White-thrated Sparrow"	0.01	"Items"	319	NA	1	"pellet contents"	NA	"DR"	"Klippel, W. E. and P. W. Parmalee. 1982. Prey of a wintering Long-eared Owl in the Nashville Basin, Tennessee. J. Field Ornithol. 53:418-420."
"Long-eared Owl"	"Asio otus"	NA	"Strigidae"	"eBird Clements Checklist v2017"	NA	NA	NA	NA	NA	"Tennessee"	"Nashville Basin"	"grassland; shrubland"	2	1981	3	1982	"multiple"	"Animalia"	"Chordata"	"Aves"	"Passeriformes"	NA	"Emberizidae"	"Melospiza"	"Melospiza melodia"	"no"	"179492"	"verified"	NA	NA	"Song Sparrow"	0.02	"Items"	319	NA	1	"pellet contents"	NA	"DR"	"Klippel, W. E. and P. W. Parmalee. 1982. Prey of a wintering Long-eared Owl in the Nashville Basin, Tennessee. J. Field Ornithol. 53:418-420."
"Long-eared Owl"	"Asio otus"	NA	"Strigidae"	"eBird Clements Checklist v2017"	NA	NA	NA	NA	NA	"Tennessee"	"Nashville Basin"	"grassland; shrubland"	2	1981	3	1982	"multiple"	"Animalia"	"Chordata"	"Aves"	"Passeriformes"	NA	NA	NA	NA	"yes"	"178265"	"verified"	NA	NA	"Passerine"	0.02	"Items"	319	NA	1	"pellet contents"	NA	"DR"	"Klippel, W. E. and P. W. Parmalee. 1982. Prey of a wintering Long-eared Owl in the Nashville Basin, Tennessee. J. Field Ornithol. 53:418-420."
"Long-eared Owl"	"Asio otus"	NA	"Strigidae"	"eBird Clements Checklist v2017"	NA	NA	NA	NA	NA	"Tennessee"	"Nashville Basin"	"grassland; shrubland"	2	1981	3	1982	"multiple"	"Animalia"	"Chordata"	"Mammalia"	"Soricomorpha"	NA	"Soricidae"	"Cryptotis"	"Cryptotis parva"	"no"	"179971"	"verified"	NA	NA	"Least Shrew"	0.02	"Wt_or_Vol"	319	NA	1	"pellet contents"	NA	"DR"	"Klippel, W. E. and P. W. Parmalee. 1982. Prey of a wintering Long-eared Owl in the Nashville Basin, Tennessee. J. Field Ornithol. 53:418-420."
"Long-eared Owl"	"Asio otus"	NA	"Strigidae"	"eBird Clements Checklist v2017"	NA	NA	NA	NA	NA	"Tennessee"	"Nashville Basin"	"grassland; shrubland"	2	1981	3	1982	"multiple"	"Animalia"	"Chordata"	"Mammalia"	"Soricomorpha"	NA	"Soricidae"	"Blarina"	"Blarina brevicauda"	"no"	"179967"	"verified"	NA	NA	"Short-tailed Shrew"	0.01	"Wt_or_Vol"	319	NA	1	"pellet contents"	NA	"DR"	"Klippel, W. E. and P. W. Parmalee. 1982. Prey of a wintering Long-eared Owl in the Nashville Basin, Tennessee. J. Field Ornithol. 53:418-420."
"Long-eared Owl"	"Asio otus"	NA	"Strigidae"	"eBird Clements Checklist v2017"	NA	NA	NA	NA	NA	"Tennessee"	"Nashville Basin"	"grassland; shrubland"	2	1981	3	1982	"multiple"	"Animalia"	"Chordata"	"Mammalia"	"Rodentia"	"Myomorpha"	"Cricetidae"	"Reithrodontomys"	"Reithrodontomys humulis"	"no"	"180342"	"verified"	NA	NA	"Eastern Harvest Mouse"	0.1	"Wt_or_Vol"	319	NA	1	"pellet contents"	NA	"DR"	"Klippel, W. E. and P. W. Parmalee. 1982. Prey of a wintering Long-eared Owl in the Nashville Basin, Tennessee. J. Field Ornithol. 53:418-420."
"Long-eared Owl"	"Asio otus"	NA	"Strigidae"	"eBird Clements Checklist v2017"	NA	NA	NA	NA	NA	"Tennessee"	"Nashville Basin"	"grassland; shrubland"	2	1981	3	1982	"multiple"	"Animalia"	"Chordata"	"Mammalia"	"Rodentia"	"Myomorpha"	"Cricetidae"	"Sigmodon"	"Sigmodon hispidus"	"no"	"180349"	"verified"	NA	NA	"Hispid Cotton Rat"	0.06	"Wt_or_Vol"	319	NA	1	"pellet contents"	NA	"DR"	"Klippel, W. E. and P. W. Parmalee. 1982. Prey of a wintering Long-eared Owl in the Nashville Basin, Tennessee. J. Field Ornithol. 53:418-420."
"Long-eared Owl"	"Asio otus"	NA	"Strigidae"	"eBird Clements Checklist v2017"	NA	NA	NA	NA	NA	"Tennessee"	"Nashville Basin"	"grassland; shrubland"	2	1981	3	1982	"multiple"	"Animalia"	"Chordata"	"Mammalia"	"Rodentia"	"Myomorpha"	"Cricetidae"	"Peromyscus"	"Peromyscus gossypinus"	"no"	"180279"	"verified"	NA	NA	"Cotton Mouse"	0.02	"Wt_or_Vol"	319	NA	1	"pellet contents"	NA	"DR"	"Klippel, W. E. and P. W. Parmalee. 1982. Prey of a wintering Long-eared Owl in the Nashville Basin, Tennessee. J. Field Ornithol. 53:418-420."
"Long-eared Owl"	"Asio otus"	NA	"Strigidae"	"eBird Clements Checklist v2017"	NA	NA	NA	NA	NA	"Tennessee"	"Nashville Basin"	"grassland; shrubland"	2	1981	3	1982	"multiple"	"Animalia"	"Chordata"	"Mammalia"	"Rodentia"	"Myomorpha"	"Cricetidae"	"Peromyscus"	""	"no"	"180275"	"verified"	NA	NA	"White-footed/Deer Mouse"	0.01	"Wt_or_Vol"	319	NA	1	"pellet contents"	NA	"DR"	"Klippel, W. E. and P. W. Parmalee. 1982. Prey of a wintering Long-eared Owl in the Nashville Basin, Tennessee. J. Field Ornithol. 53:418-420."
"Long-eared Owl"	"Asio otus"	NA	"Strigidae"	"eBird Clements Checklist v2017"	NA	NA	NA	NA	NA	"Tennessee"	"Nashville Basin"	"grassland; shrubland"	2	1981	3	1982	"multiple"	"Animalia"	"Chordata"	"Mammalia"	"Rodentia"	"Myomorpha"	"Cricetidae"	"Microtus"	"Microtus ochrogaster"	"no"	"180312"	"verified"	NA	NA	"Prairie Vole"	0.55	"Wt_or_Vol"	319	NA	1	"pellet contents"	NA	"DR"	"Klippel, W. E. and P. W. Parmalee. 1982. Prey of a wintering Long-eared Owl in the Nashville Basin, Tennessee. J. Field Ornithol. 53:418-420."
"Long-eared Owl"	"Asio otus"	NA	"Strigidae"	"eBird Clements Checklist v2017"	NA	NA	NA	NA	NA	"Tennessee"	"Nashville Basin"	"grassland; shrubland"	2	1981	3	1982	"multiple"	"Animalia"	"Chordata"	"Mammalia"	"Rodentia"	"Myomorpha"	"Cricetidae"	"Microtus"	"Microtus pinetorum"	"no"	"180314"	"verified"	NA	NA	"Pine Vole"	0.05	"Wt_or_Vol"	319	NA	1	"pellet contents"	NA	"DR"	"Klippel, W. E. and P. W. Parmalee. 1982. Prey of a wintering Long-eared Owl in the Nashville Basin, Tennessee. J. Field Ornithol. 53:418-420."
"Long-eared Owl"	"Asio otus"	NA	"Strigidae"	"eBird Clements Checklist v2017"	NA	NA	NA	NA	NA	"Tennessee"	"Nashville Basin"	"grassland; shrubland"	2	1981	3	1982	"multiple"	"Animalia"	"Chordata"	"Mammalia"	"Rodentia"	"Myomorpha"	"Cricetidae"	"Microtus"	""	"no"	"180296"	"verified"	NA	NA	"Prairie/Pine Vole"	0.05	"Wt_or_Vol"	319	NA	1	"pellet contents"	NA	"DR"	"Klippel, W. E. and P. W. Parmalee. 1982. Prey of a wintering Long-eared Owl in the Nashville Basin, Tennessee. J. Field Ornithol. 53:418-420."
"Long-eared Owl"	"Asio otus"	NA	"Strigidae"	"eBird Clements Checklist v2017"	NA	NA	NA	NA	NA	"Tennessee"	"Nashville Basin"	"grassland; shrubland"	2	1981	3	1982	"multiple"	"Animalia"	"Chordata"	"Mammalia"	"Rodentia"	"Myomorpha"	"Muridae"	"Mus"	"Mus musculus"	"no"	"180366"	"verified"	NA	NA	"House Mouse"	0.01	"Wt_or_Vol"	319	NA	1	"pellet contents"	NA	"DR"	"Klippel, W. E. and P. W. Parmalee. 1982. Prey of a wintering Long-eared Owl in the Nashville Basin, Tennessee. J. Field Ornithol. 53:418-420."
"Long-eared Owl"	"Asio otus"	NA	"Strigidae"	"eBird Clements Checklist v2017"	NA	NA	NA	NA	NA	"Tennessee"	"Nashville Basin"	"grassland; shrubland"	2	1981	3	1982	"multiple"	"Animalia"	"Chordata"	"Aves"	"Columbiformes"	NA	"Columbidae"	"Zenaida"	"Zenaida macroura"	"no"	"177125"	"verified"	NA	NA	"Mourning Dove"	0.01	"Wt_or_Vol"	319	NA	1	"pellet contents"	NA	"DR"	"Klippel, W. E. and P. W. Parmalee. 1982. Prey of a wintering Long-eared Owl in the Nashville Basin, Tennessee. J. Field Ornithol. 53:418-420."
"Long-eared Owl"	"Asio otus"	NA	"Strigidae"	"eBird Clements Checklist v2017"	NA	NA	NA	NA	NA	"Tennessee"	"Nashville Basin"	"grassland; shrubland"	2	1981	3	1982	"multiple"	"Animalia"	"Chordata"	"Aves"	"Passeriformes"	NA	"Icteridae"	"Agelaius"	"Agelaius phoeniceus"	"no"	"179045"	"verified"	NA	NA	"Red-winged Blackbird"	0.05	"Wt_or_Vol"	319	NA	1	"pellet contents"	NA	"DR"	"Klippel, W. E. and P. W. Parmalee. 1982. Prey of a wintering Long-eared Owl in the Nashville Basin, Tennessee. J. Field Ornithol. 53:418-420."
"Long-eared Owl"	"Asio otus"	NA	"Strigidae"	"eBird Clements Checklist v2017"	NA	NA	NA	NA	NA	"Tennessee"	"Nashville Basin"	"grassland; shrubland"	2	1981	3	1982	"multiple"	"Animalia"	"Chordata"	"Aves"	"Passeriformes"	NA	"Icteridae"	"Molothrus"	"Molothrus ater"	"no"	"179112"	"verified"	NA	NA	"Brown-headed Cowbird"	0.01	"Wt_or_Vol"	319	NA	1	"pellet contents"	NA	"DR"	"Klippel, W. E. and P. W. Parmalee. 1982. Prey of a wintering Long-eared Owl in the Nashville Basin, Tennessee. J. Field Ornithol. 53:418-420."
"Long-eared Owl"	"Asio otus"	NA	"Strigidae"	"eBird Clements Checklist v2017"	NA	NA	NA	NA	NA	"Tennessee"	"Nashville Basin"	"grassland; shrubland"	2	1981	3	1982	"multiple"	"Animalia"	"Chordata"	"Aves"	"Passeriformes"	NA	"Emberizidae"	"Zonotrichia"	"Zonotrichia albicollis"	"no"	"179462"	"verified"	NA	NA	"White-thrated Sparrow"	0.01	"Wt_or_Vol"	319	NA	1	"pellet contents"	NA	"DR"	"Klippel, W. E. and P. W. Parmalee. 1982. Prey of a wintering Long-eared Owl in the Nashville Basin, Tennessee. J. Field Ornithol. 53:418-420."
"Long-eared Owl"	"Asio otus"	NA	"Strigidae"	"eBird Clements Checklist v2017"	NA	NA	NA	NA	NA	"Tennessee"	"Nashville Basin"	"grassland; shrubland"	2	1981	3	1982	"multiple"	"Animalia"	"Chordata"	"Aves"	"Passeriformes"	NA	"Emberizidae"	"Melospiza"	"Melospiza melodia"	"no"	"179492"	"verified"	NA	NA	"Song Sparrow"	0.01	"Wt_or_Vol"	319	NA	1	"pellet contents"	NA	"DR"	"Klippel, W. E. and P. W. Parmalee. 1982. Prey of a wintering Long-eared Owl in the Nashville Basin, Tennessee. J. Field Ornithol. 53:418-420."
"Long-eared Owl"	"Asio otus"	NA	"Strigidae"	"eBird Clements Checklist v2017"	NA	NA	NA	NA	NA	"Tennessee"	"Nashville Basin"	"grassland; shrubland"	2	1981	3	1982	"multiple"	"Animalia"	"Chordata"	"Aves"	"Passeriformes"	NA	NA	NA	NA	"yes"	"178265"	"verified"	NA	NA	"Passerine"	0.02	"Wt_or_Vol"	319	NA	1	"pellet contents"	NA	"DR"	"Klippel, W. E. and P. W. Parmalee. 1982. Prey of a wintering Long-eared Owl in the Nashville Basin, Tennessee. J. Field Ornithol. 53:418-420."
