Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Unidentified	Prey_Name_ITIS_ID	Prey_Name_Status	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Red-tailed Hawk	Buteo jamaicensis	NA	Accipitridae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Wisconsin	South-Central Wisconsin	Woodland;agriculture	5	1933	6	1934	Summer	Animalia	Chordata	Mammalia	Lagomorpha		Leporidae	Sylvilagus		No	180119	verified	juvenile	NA	cottontail	0.048484848	Items	165	NA	NA	NA	"The source is unclear about what type of samples, it comes from a variety of places"	GN	"Errington, P. L. and N. J. Breckenridge. 1938. Food habits of buteo hawks in the north-central United States. Wilson Bulletin 50:113-121."
Red-tailed Hawk	Buteo jamaicensis	NA	Accipitridae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Wisconsin	South-Central Wisconsin	Woodland;agriculture	5	1933	6	1934	Summer	Animalia	Chordata	Mammalia	Lagomorpha		Leporidae	Sylvilagus		No	180119	verified	adult	NA	cottontail	0.060606061	Items	165	NA	NA	NA	"The source is unclear about what type of samples, it comes from a variety of places"	GN	"Errington, P. L. and N. J. Breckenridge. 1938. Food habits of buteo hawks in the north-central United States. Wilson Bulletin 50:113-121."
Red-tailed Hawk	Buteo jamaicensis	NA	Accipitridae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Wisconsin	South-Central Wisconsin	Woodland;agriculture	5	1933	6	1934	Summer	Animalia	Chordata	Mammalia	Rodentia	Sciuromorpha	Sciuridae	Sciurus		No	180171	verified		NA	arboreal squirrel	0.066666667	Items	165	NA	NA	NA	"The source is unclear about what type of samples, it comes from a variety of places"	GN	"Errington, P. L. and N. J. Breckenridge. 1938. Food habits of buteo hawks in the north-central United States. Wilson Bulletin 50:113-121."
Red-tailed Hawk	Buteo jamaicensis	NA	Accipitridae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Wisconsin	South-Central Wisconsin	Woodland;agriculture	5	1933	6	1934	Summer	Animalia	Chordata	Mammalia	Rodentia	Sciuromorpha	Sciuridae	Poliocitellus	Poliocitellus franklinii	No	930309	verified		NA	Franklin's Ground Squirrel	0.018181818	Items	165	NA	NA	NA	"The source is unclear about what type of samples, it comes from a variety of places"	GN	"Errington, P. L. and N. J. Breckenridge. 1938. Food habits of buteo hawks in the north-central United States. Wilson Bulletin 50:113-121."
Red-tailed Hawk	Buteo jamaicensis	NA	Accipitridae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Wisconsin	South-Central Wisconsin	Woodland;agriculture	5	1933	6	1934	Summer	Animalia	Chordata	Mammalia	Rodentia	Sciuromorpha	Sciuridae	Ictidomys	Ictidomys tridecemlineatus	No	930308	verified		NA	Striped ground squirrel	0.296969697	Items	165	NA	NA	NA	"The source is unclear about what type of samples, it comes from a variety of places"	GN	"Errington, P. L. and N. J. Breckenridge. 1938. Food habits of buteo hawks in the north-central United States. Wilson Bulletin 50:113-121."
Red-tailed Hawk	Buteo jamaicensis	NA	Accipitridae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Wisconsin	South-Central Wisconsin	Woodland;agriculture	5	1933	6	1934	Summer	Animalia	Chordata	Mammalia	Rodentia	Sciuromorpha	Sciuridae	Tamias		No	180188	verified		NA	Chipmunk	0.018181818	Items	165	NA	NA	NA	"The source is unclear about what type of samples, it comes from a variety of places"	GN	"Errington, P. L. and N. J. Breckenridge. 1938. Food habits of buteo hawks in the north-central United States. Wilson Bulletin 50:113-121."
Red-tailed Hawk	Buteo jamaicensis	NA	Accipitridae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Wisconsin	South-Central Wisconsin	Woodland;agriculture	5	1933	6	1934	Summer	Animalia	Chordata	Mammalia	Rodentia	Myomorpha	Muridae	Rattus	Rattus norvegicus	No	180363	verified		NA	Norway Rat	0.006060606	Items	165	NA	NA	NA	"The source is unclear about what type of samples, it comes from a variety of places"	GN	"Errington, P. L. and N. J. Breckenridge. 1938. Food habits of buteo hawks in the north-central United States. Wilson Bulletin 50:113-121."
Red-tailed Hawk	Buteo jamaicensis	NA	Accipitridae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Wisconsin	South-Central Wisconsin	Woodland;agriculture	5	1933	6	1934	Summer	Animalia	Chordata	Mammalia	Rodentia	Myomorpha	Cricetidae	Microtus		No	180296	verified		NA	Meadow Mouse	0.254545455	Items	165	NA	NA	NA	"The source is unclear about what type of samples, it comes from a variety of places"	GN	"Errington, P. L. and N. J. Breckenridge. 1938. Food habits of buteo hawks in the north-central United States. Wilson Bulletin 50:113-121."
Red-tailed Hawk	Buteo jamaicensis	NA	Accipitridae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Wisconsin	South-Central Wisconsin	Woodland;agriculture	5	1933	6	1934	Summer	Animalia	Chordata	Mammalia	Rodentia	Myomorpha	Cricetidae	Peromyscus		No	180275	verified		NA	deer mouse	0.024242424	Items	165	NA	NA	NA	"The source is unclear about what type of samples, it comes from a variety of places"	GN	"Errington, P. L. and N. J. Breckenridge. 1938. Food habits of buteo hawks in the north-central United States. Wilson Bulletin 50:113-121."
Red-tailed Hawk	Buteo jamaicensis	NA	Accipitridae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Wisconsin	South-Central Wisconsin	Woodland;agriculture	5	1933	6	1934	Summer	Animalia	Chordata	Mammalia	Rodentia	Myomorpha	Muridae	Mus		No	180365	verified		NA	house mouse	0.006060606	Items	165	NA	NA	NA	"The source is unclear about what type of samples, it comes from a variety of places"	GN	"Errington, P. L. and N. J. Breckenridge. 1938. Food habits of buteo hawks in the north-central United States. Wilson Bulletin 50:113-121."
